SiteID,SamplingSeasonCode,Year,SeasonSeq,PlotID,SixLetterCode,SpeciesCount,SpeciesSize,intertidal_sitename,intertidal_Latitude,intertidal_Longitude,classification_name,kingdom,phylum_division,class,order,family
ALEG,SP08,2008,1,3,PISOCH,1,140.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP08,2008,1,3,PISOCH,1,140.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP08,2008,1,3,PISOCH,1,170.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP08,2008,1,3,PISOCH,1,170.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP08,2008,1,3,PISOCH,1,170.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP08,2008,1,3,PISOCH,2,50.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP08,2008,1,3,PISOCH,2,50.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP08,2008,1,3,PISOCH,2,50.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP08,2008,1,3,PISOCH,2,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP08,2008,1,3,PISOCH,2,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP08,2008,1,3,PISOCH,2,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP08,2008,1,3,PISOCH,3,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP08,2008,1,3,PISOCH,3,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP08,2008,1,3,PISOCH,3,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,1,PISOCH,1,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,1,PISOCH,1,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,1,PISOCH,1,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,1,PISOCH,1,130.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,1,PISOCH,1,130.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,1,PISOCH,1,130.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,1,PISOCH,1,150.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,1,PISOCH,1,150.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,1,PISOCH,1,150.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,1,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,1,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,1,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,1,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,1,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,1,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,1,130.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,1,130.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,1,130.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,1,160.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,1,160.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,1,160.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,2,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,2,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,2,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,2,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,2,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,2,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,2,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,2,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,2,PISOCH,2,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,1,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,1,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,1,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,1,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,1,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,1,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,1,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,1,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,1,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,1,130.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,1,130.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,1,130.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,1,140.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,1,140.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,1,140.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,2,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,2,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,2,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,3,60.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,3,60.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA08,2008,3,3,PISOCH,3,60.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,1,PISOCH,1,140.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,1,PISOCH,1,140.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,1,PISOCH,1,140.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,1,PISOCH,1,160.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,1,PISOCH,1,160.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,1,PISOCH,1,160.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,1,PISOCH,3,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,1,PISOCH,3,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,1,PISOCH,3,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,2,PISOCH,1,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,2,PISOCH,1,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,2,PISOCH,1,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,2,PISOCH,1,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,2,PISOCH,1,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,2,PISOCH,1,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,2,PISOCH,1,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,2,PISOCH,1,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,2,PISOCH,1,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,2,PISOCH,1,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,2,PISOCH,1,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,2,PISOCH,1,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,2,PISOCH,1,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,2,PISOCH,1,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,2,PISOCH,1,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,3,PISOCH,1,40.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,3,PISOCH,1,40.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,3,PISOCH,1,40.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,3,PISOCH,1,60.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,3,PISOCH,1,60.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,3,PISOCH,1,60.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,3,PISOCH,3,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,3,PISOCH,3,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,3,PISOCH,3,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,3,PISOCH,3,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,3,PISOCH,3,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP09,2009,1,3,PISOCH,3,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,1,PISOCH,1,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,1,PISOCH,1,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,1,PISOCH,1,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,1,PISOCH,1,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,1,PISOCH,1,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,1,PISOCH,1,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,2,PISOCH,1,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,2,PISOCH,1,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,2,PISOCH,1,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,2,PISOCH,1,90.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,2,PISOCH,1,90.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,2,PISOCH,1,90.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,2,PISOCH,1,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,2,PISOCH,1,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,2,PISOCH,1,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,2,PISOCH,1,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,2,PISOCH,1,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,2,PISOCH,1,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,2,PISOCH,2,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,2,PISOCH,2,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,2,PISOCH,2,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,2,PISOCH,6,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,2,PISOCH,6,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,2,PISOCH,6,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,1,30.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,1,30.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,1,30.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,1,40.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,1,40.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,1,40.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,1,50.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,1,50.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,1,50.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,1,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,1,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,1,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,1,130.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,1,130.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,1,130.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,2,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,2,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,2,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,2,90.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,2,90.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,2,90.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,2,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,2,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,2,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,2,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,2,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,2,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,3,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,3,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA09,2009,3,3,PISOCH,3,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA10,2010,3,1,PISOCH,1,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA10,2010,3,1,PISOCH,1,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
